Column1,Column2,Column3,Column4
, D-PIPERITONE," &diams; PIPERITONE, D-<br />&diams; P-MENTH-1-EN-3-ONE<br />&diams; PIPERITONE, ALPHA-<br />&diams; 4-ISOPROPYL-1-METHYL-1-CYCLOHEXEN-3-ONE<br />&diams; 1-METHYL-4-ISOPROPYL-1-CYCLOHEXEN-3-ONE<br />&diams; 2-CYCLOHEXEN-1-ONE, 3-METHYL-6-(1-METHYETHYL)-, (S)-<br />&diams; 3-METHYL-6-(1-METHYLETHYL)-2-CYCLOHEXEN-1-ONE, (S)-<br />&diams; P-MENTH-1-EN-3-ONE, (+)-", FLAVORING AGENT OR ADJUVANT
, L-PIPERITONE," &diams; PIPERITONE, L-<br />&diams; PIPERITONE, (-)-<br />&diams; 2-CYCLOHEXEN-1-ONE, 3-METHYL-6-(1-METHYLETHYL)-, (R)-<br />&diams; 3-METHYL-6-(1-METHYLETHYL)-2-CYCLOHEXEN-1-ONE, (R)-<br />&diams; P-MENTH-1-EN-3-ONE, (R)-(-)-<br />&diams; MENTH-1-EN-3-ONE, P-, (R)-(-)-<br />&diams; InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)6-10(9)11/h6-7,9H,4-5H2,1-3H3/t9-/m1/s1<br />&diams; InChIKey: YSTPAHQEHQSRJD-SECBINFHSA-N", FLAVORING AGENT OR ADJUVANT
, PIPERONAL PROPYLENEGLYCOL ACETAL," &diams; PIPERONAL PROPYLENE GLYCOL ACETAL<br />&diams; 1,3-benzodioxole, 5-(4-methyl-1,3-dioxolan-2-yl)-<br />&diams; 5-(4-methyl-1,3-dioxolan-2-yl)-1,3-benzodioxole<br />&diams; 1,3-dioxolane, 4-methyl-2-(3,4-methylenedioxyphenyl)-<br />&diams; 4-methyl-2-(3,4-methylenedioxyphenyl)-1,3-dioxolane", FLAVORING AGENT OR ADJUVANT
, PIPERONAL," &diams; PIPERONAL<br />&diams; HELIOTROPIN<br />&diams; PIPERONYLALDEHYDE<br />&diams; DIOXYMETHYLENEPROTOCATECHUIC ALDEHYDE<br />&diams; 3,4-METHYLENEDIOXYBENZALDEHYDE<br />&diams; PROTOCATECHUIC ALDEHYDE METHYLENE ETHER<br />&diams; 1,3-BENZODIOXOLE-5-CARBOXALDEHYDE<br />&diams; HELIOTROPINE<br />&diams; InChI=1S/C8H6O3/c9-4-6-1-2-7-8(3-6)11-5-10-7/h1-4H,5H2<br />&diams; InChIKey: SATCULPHIDQDRE-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT
, PIPERONYL ACETATE," &diams; PIPERONYL ACETATE<br />&diams; HELIOTROPYL ACETATE<br />&diams; 3,4-METHYLENEDIOXYBENZYL ACETATE<br />&diams; 1,3-BENZODIOXOLE-5-METHANOL, ACETATE<br />&diams; PIPERONYL ALCOHOL, ACETATE<br />&diams; 1,3-BENZODIOXOLE-5-METHANYL ACETATE", FLAVORING AGENT OR ADJUVANT
, PIPERONYL ISOBUTYRATE," &diams; PIPERONYL ISOBUTYRATE<br />&diams; HELIOTROPYL 2-METHYLPROPANOATE<br />&diams; PIPERONYL 2-METHYLPROPANOATE<br />&diams; PROPANOIC ACID, 2-METHYL-, 1,3-BENZODIOXOL-5-YLMETHYL ESTER<br />&diams; 3,4-METHYLENEDIOXYBENZYL 2-METHYLPROPANOATE<br />&diams; 1,3-BENZODIOXOL-5-YLMETHYL 2-METHYLPROPANOATE"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
," PIPSISSEWA LEAVES, EXTRACT (CHIMAPHILA UMBELLATA NUTT.)"," &diams; PIPSISSEWA LEAF EXTRACT<br />&diams; CHIMAPHILA EXTRACT<br />&diams; CHIMAPHILA UMBELLATA LEAF EXTRACT<br />&diams; CHIMAPHILA UMBELLATA, EXT.<br />&diams; PRINCE'S PINE EXTRACT", FLAVORING AGENT OR ADJUVANT
, P-MENTH-1-EN-3-OL," &diams; P-MENTH-1-EN-3-OL<br />&diams; PIPERITOL<br />&diams; 2-CYCLOHEXEN-1-OL, 3-METHYL-6-(1-METHYLETHYL)-<br />&diams; 3-METHYL-6-(1-METHYLETHYL)-2-CYCLOHEXEN-1-OL<br />&diams; 3-HYDROXY-4-ISOPROPYL-1-METHYLCYCLOHEXENE<br />&diams; 3-CARVOMENTHENOL", FLAVORING AGENT OR ADJUVANT
, P-MENTH-1-EN-9-OL," &diams; P-MENTH-1-EN-9-OL<br />&diams; 3-cyclohexene-1-ethanol, beta,4-dimethyl-<br />&diams; beta,4-dimethyl-3-cyclohexene-1-ethanol", FLAVORING AGENT OR ADJUVANT
, P-MENTH-3-EN-1-OL," &diams; P-MENTH-3-EN-1-OL<br />&diams; 1-TERPINENOL<br />&diams; 4-ISOPROPYL-1-METHYL-3-CYCLOHEXEN-1-OL<br />&diams; 1-METHYL-4-ISOPROPYL-3-CYCLOHEXEN-1-OL<br />&diams; 3-TERPINEN-1-OL<br />&diams; 1-TERPINEOL<br />&diams; 3-CYCLOHEXEN-1-OL, 1-METHYL-4-(1-METHYETHYL)-<br />&diams; 1-METHYL-4-(1-METHYLETHYL)-3-CYCLOHEXEN-1-OL", FLAVORING AGENT OR ADJUVANT
," 8-P-MENTHENE-1,2-DIOL"," &diams; P-MENTH-8-ENE-1,2-DIOL<br />&diams; 8-P-MENTHENE-1,2-DIOL<br />&diams; 1,2-cyclohexanediol, 1-methyl-4-(1-methylethenyl)-<br />&diams; 1-methyl-4-(1-methylethenyl)-1,2-cyclohexanediol<br />&diams; limonene glycol<br />&diams; limonene-1,2-diol<br />&diams; InChI=1S/C10H18O2/c1-7(2)8-4-5-10(3,12)9(11)6-8/h8-9,11-12H,1,4-6H2,2-3H3<br />&diams; InChIKey: WKZWTZTZWGWEGE-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT
," 1,3-P-MENTHADIEN-7-AL"," &diams; P-MENTHA-1,3,-DIEN-7-AL<br />&diams; 1,3-cyclohexadiene-1-carboxaldehyde, 4-(1-methylethyl)-<br />&diams; 1,3-cyclohexadiene-1-carboxaldehyde, 4-isopropyl-<br />&diams; 1,3,-p-menthadien-7-al", FLAVORING AGENT OR ADJUVANT
, MENTHADIENOL," &diams; P-MENTHA-1,8(10)-DIEN-9-OL<br />&diams; MENTHADIENOL<br />&diams; 1,8-P-MENTHADIEN-9-OL<br />&diams; 1,8-P-MENTHADIEN-10-OL<br />&diams; 3-CYCLOHEXENE-1-ETHANOL, 4-METHYL-BETA-METHYLENE-<br />&diams; 4-METHYL-BETA-METHYLENE-3-CYCLOHEXENE-1-ETHANOL"," FLAVORING AGENT OR ADJUVANT,<br /> MASTICATORY SUBSTANCE"
," CIS- AND TRANS-P-1(7),8-MENTHADIEN-2-YL ACETATE"," &diams; P-MENTHA-1,8(10)-DIEN-9-YL ACETATE<br />&diams; LIMONEN-10-YL ACETATE<br />&diams; MENTHADIENYL ACETATE<br />&diams; P-MENTHA-1,8(10)-DIEN-9-OL, ACETATE<br />&diams; P-MENTHA-1,8(10)-DIEN-9-YL ACETATE, (E,Z)-<br />&diams; 1,8-P-MENTHADIEN-9-YL ACETATE<br />&diams; 3-CYCLOHEXENE-1-ETHANOL, 4-METHYL-BETA-METHYLENE-, ACETATE<br />&diams; 4-METHYL-BETA-METHYLENE-3-CYCLOHEXENE-1-ETHYL ACETATE", FLAVORING AGENT OR ADJUVANT
," P-MENTHA-1,8-DIEN-7-OL"," &diams; P-MENTHA-1,8-DIEN-7-OL<br />&diams; DIHYDROCUMINIC ALCOHOL<br />&diams; HYDROCUMIN ALCOHOL<br />&diams; ISOCARVEOL<br />&diams; MENTHADIEN-7-CARBINOL<br />&diams; PERILLYL ALCOHOL<br />&diams; PERILLOL<br />&diams; PERILLA ALCOHOL<br />&diams; 1-HYDROXYMETHYL-4-ISOPROPENYL-1-CYCLOHEXENE<br />&diams; 1-CYCLOHEXENE-1-METHANOL, 4-(1-METHYLETHENYL)-<br />&diams; 4-ISOPROPENYL-1-CYCLOHEXENE CARBINOL<br />&diams; 4-(1-METHYLETHENYL)-1-CYCLOHEXENE-1-METHANOL", FLAVORING AGENT OR ADJUVANT
, PERILLYL ACETATE," &diams; P-MENTHA-1,8-DIEN-7-YL ACETATE<br />&diams; DIHYDROCUMINYL ACETATE<br />&diams; MENTHADIEN-7-CARBINYL ACETATE<br />&diams; PERILLYL ACETATE<br />&diams; 1-CYCLOHEXENE-1-METHANOL, 4-(1-METHYLETHENYL)-, ACETATE<br />&diams; 1,8-P-MENTHADIEN-7-YL ACETATE<br />&diams; 4-(1-METHYLETHENYL)-1-CYCLOHEXENE-1-METHYL ACETATE<br />&diams; 4-ISOPROPENYL-1-CYCLOHEXENE CARBINYL ACETATE"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
," D-2,8-P-MENTHADIEN-1-OL"," &diams; P-MENTHA-2,8-DIEN-1-OL<br />&diams; 2-CYCLOHEXEN-1-OL, 1-METHYL-4-(1-METHYLETHENYL)-<br />&diams; 1-METHYL-4-(1-METHYLETHENYL)-2-CYCLOHEXEN-1-OL", FLAVORING AGENT OR ADJUVANT
, P-MENTHA-8-THIOL-3-ONE," &diams; P-MENTHA-8-THIOL-3-ONE<br />&diams; CYCLOHEXANONE, 2-(1-MERCAPTO-1-METHYLETHYL)-5-METHYL-<br />&diams; THIOMENTHONE<br />&diams; 2-(1-MERCAPTO-1-METHYLETHYL)-5-METHYLCYCLOHEXANONE<br />&diams; 8-MERCAPTO-P-MENTHANE-3-ONE", FLAVORING AGENT OR ADJUVANT
, P-MENTHAN-2-ONE," &diams; P-MENTHAN-2-ONE<br />&diams; CARVOMENTHONE<br />&diams; TETRAHYDROCARVONE<br />&diams; CYCLOHEXANONE, 2-METHYL-5-(1-METHYLETHYL)-, TRANS-<br />&diams; 2-METHYL-5-(1-METHYLETHYL)CYCLOHEXANONE, TRANS-<br />&diams; P-MENTHAN-2-ONE, TRANS-<br />&diams; 5-ISOPROPYL-2-METHYLCYCLOHEXANONE, TRANS-", FLAVORING AGENT OR ADJUVANT
," P-MENTHANE-3,8-DIOL"," &diams; P-MENTHANE-3,8-DIOL<br />&diams; cyclohexanemethanol, 2-hydroxy-alpha,alpha,4-trimethyl-<br />&diams; 2-hydroxy-alpha,alpha,4-trimethylcyclohexanemethanol<br />&diams; 2-(2'-hydroxypropan-2'-yl)-5-methylcyclohexanol", FLAVORING AGENT OR ADJUVANT
," ETHYLENE OXIDE/PROPYLENE OXIDE COPOLYMER (MIN AVG M W 1,900)"," &diams; POLOXAMER-105<br />&diams; ETHYLENE OXIDE-PROPYLENE OXIDE BLOCK COPOLYMER, MW 1900<br />&diams; ALPHA-HYDRO-OMEGA-HYDROXYPOLY(OXYETHYLENE)/POLY(OXYPROPYLENE)(MINIMUM 15 MOLES)/POLY(OXYETHYLENE) BLOCK COPOLYMER, MIN MW 1900<br />&diams; ETHYLENE OXIDE/PROPYLENE OXIDE BLOCK COPOLYMER, (MIN AVG MW 1900)<br />&diams; POLYOXYETHYLENE-POLYOXYPROPYLENE BLOCK COPOLYMER, MW 1900<br />&diams; PEG/PPG BLOCK COPOLYMER, MW 1900"," DOUGH STRENGTHENER,<br /> LEAVENING AGENT,<br /> PROCESSING AID,<br /> STABILIZER OR THICKENER,<br /> SURFACE-ACTIVE AGENT"
," ETHYLENE OXIDE/PROPYLENE OXIDE COPOLYMER (AVG M W 3,500-4,125)"," &diams; POLOXAMER-331<br />&diams; ETHYLENE OXIDE-PROPYLENE OXIDE COPOLYMER, MW 3500-4125<br />&diams; ALPHA-HYDRO-OMEGA-HYDROXYPOLY(OXYETHYLENE)/POLY(OXYPROPYLENE)(53-59 MOLES)/POLY(OXYETHYLENE)(14-16 MOLES) BLOCK COPOLYMER, AVG MW 3500-4125<br />&diams; ETHYLENE OXIDE/PROPYLENE OXIDE COPOLYMER (AVG M W 3,500-4,125)"," DOUGH STRENGTHENER,<br /> LEAVENING AGENT,<br /> PROCESSING AID,<br /> STABILIZER OR THICKENER,<br /> SURFACE-ACTIVE AGENT"
," ETHYLENE OXIDE/PROPYLENE OXIDE COPOLYMER (AVG M W 14,000)"," &diams; POLOXAMER-338<br />&diams; ETHYLENE OXIDE-PROPYLENE OXIDE COPOLYMER, MW 14000<br />&diams; ALPHA-HYDRO-OMEGA-HYDROXYPOLY(OXYETHYLENE)/POLY(OXYPROPYLENE)(51-57 MOLES)/POLY(OXYETHYLENE) BLOCK COPOLYMER, AVG MW 14000<br />&diams; ETHYLENE OXIDE/PROPYLENE OXIDE COPOLYMER (AVG M W 14,000)"," DOUGH STRENGTHENER,<br /> LEAVENING AGENT,<br /> PROCESSING AID,<br /> STABILIZER OR THICKENER,<br /> SURFACE-ACTIVE AGENT"
," ETHYLENE OXIDE/PROPYLENE OXIDE COPOLYMER (AVG M W 9,760 - 13,200)"," &diams; POLOXAMER-407<br />&diams; ETHYLENE OXIDE-PROPYLENE OXIDE COPOLYMER, MW 9760-13200<br />&diams; ALPHA-HYDRO-OMEGA-HYDROXYPOLY(OXYETHYLENE)/POLY(OXYPROPYLENE)(55-61 MOLES)/POLY(OXYETHYLENE) BLOCK COPOLYMER, AVG MW 9760-13200<br />&diams; ETHYLENE OXIDE/PROPYLENE OXIDE COPOLYMER (AVG M W 9,760-13,200)"," DOUGH STRENGTHENER,<br /> LEAVENING AGENT,<br /> PROCESSING AID,<br /> STABILIZER OR THICKENER,<br /> SURFACE-ACTIVE AGENT"
," RESIN, FROM FORMALDEHYDE, ACETONE, AND TETRAETHYLENEPENTAMINE"," &diams; POLY(ACETONE-CO-FORMALDEHYDE-CO-TETRAETHYLENEPENTAMINE)<br />&diams; ACETONE-FORMALDEHYDE-TETRAETHYLENEPENTAMINE COPOLYMER<br />&diams; FORMALDEHYDE-ACETONE-TETRAETHYLENEPENTAMINE REACTION RESIN<br />&diams; FORMALDEHYDE, POLYMER WITH N-(2-AMINOETHYL)-N'-(2-((2-AMINOETHYL)AMINO)ETHYL)-1,2-ETHANEDIAMINE AND 2-PROPANONE<br />&diams; POLY(FORMALDEHYDE-CO-N-(2-AMINOETHYL)-N'-(2-((2-AMINOETHYL)AMINO)ETHYL)-1,2-ETHANEDIAMINE-CO-2-PROPANONE)", PROCESSING AID
," POLYACRYLAMIDE RESIN, MODIFIED"," &diams; POLY(ACRYLAMIDE-CO-(2-(METHACRYLOYLOXY)ETHYL)TRIMETHYLAMMONIUM METHYL SULFATE)<br />&diams; ACRYLAMIDE-BETA-METHACRYLOYLOXYETHYLTRIMETHYLAMMONIUM METHYL SULFATE COPOLYMER RESIN<br />&diams; BETA-METHACRYLOYLOXYETHYLTRIMETHYLAMMONIUM METHYL SULFATE-ACRYLAMIDE COPOLYMER<br />&diams; ACRYLAMIDE-(2-(METHACRYLOYLOXY)ETHYL)TRIMETHYLAMMONIUM METHYL SULFATE COPOLYMER RESIN<br />&diams; CHOLINE METHYL SULFATE METHACRYLATE-ACRYLAMIDE COPOLYMER<br />&diams; ETHANAMINIUM, N,N,N-TRIMETHYL-2-((2-METHYL-1-OXO-2-PROPENYL)OXY)-, METHYL SULFATE, POLYMER WITH 2-PROPENAMIDE<br />&diams; QUATERNIUM-39<br />&diams; POLYACRYLAMIDE RESIN, MODIFIED<br />&diams; POLY(N,N,N-TRIMETHYL-2-((2-METHYL-1-OXO-2-PROPENYL)OXY)ETHANAMINIUM METHYL SULFATE-CO-2-PROPENAMIDE)", PROCESSING AID
, ACRYLAMIDE-ACRYLIC ACID RESIN," &diams; POLY(ACRYLAMIDE-CO-ACRYLIC ACID)<br />&diams; ACRYLAMIDE-ACRYLIC ACID COPOLYMER<br />&diams; ACRYLAMIDE-ACRYLIC ACID POLYMER<br />&diams; ACRYLAMIDE-ACRYLIC ACID RESIN<br />&diams; ACRYLIC ACID, POLYMER WITH ACRYLAMIDE<br />&diams; HYDROLYZED POLYACRYLAMIDE<br />&diams; POLYACRYLAMIDE, HYDROLYZED<br />&diams; POLYACRYLAMIDE, PARTIALLY HYDROLYZED<br />&diams; POLY(2-PROPENAMIDE-CO-2-PROPENOIC ACID)<br />&diams; 2-PROPENOIC ACID, POLYMER WITH 2-PROPENAMIDE<br />&diams; 2-PROPENAMIDE-2-PROPENOIC ACID POLYMER<br />&diams; 2-PROPENAMIDE, POLYMER WITH 2-PROPENOIC ACID"," FLAVORING AGENT OR ADJUVANT,<br /> SURFACE-FINISHING AGENT"
, ACRYLAMIDE-SODIUM ACRYLATE RESIN," &diams; POLY(ACRYLAMIDE-CO-SODIUM ACRYLATE)<br />&diams; ACRYLAMIDE-SODIUM ACRYLATE RESIN<br />&diams; ACRYLIC ACID, SODIUM SALT, POLYMER WITH ACRYLAMIDE<br />&diams; POLY(2-PROPENAMIDE-CO-SODIUM ACRYLATE)<br />&diams; POLY(2-PROPENAMIDE-CO-SODIUM 2-PROPENOATE)<br />&diams; SODIUM POLYACRYLATE-ACRYLAMIDE RESIN<br />&diams; SODIUM ACRYLATE-ACRYLAMIDE COPOLYMER<br />&diams; 2-PROPENOIC ACID, SODIUM SALT, POLYMER WITH 2-PROPENAMIDE<br />&diams; 2-PROPENAMIDE-SODIUM 2-PROPENOATE COPOLYMER", BOILER WATER ADDITIVE
, ACRYLIC ACID-2-ACRYLAMIDO-2-METHYL PROPANE SULFONIC ACID COPOLYMER," &diams; POLY(ACRYLAMIDOMETHYLPROPANESULFONIC ACID-CO-ACRYLIC ACID)<br />&diams; ACRYLIC ACID-2-ACRYLAMIDO-2-METHYLPROPANESULFONIC ACID COPOLYMER<br />&diams; POLY(2-ACRYLAMIDO-2-METHYLPROPANESULFONIC ACID-CO-ACRYLIC ACID)<br />&diams; POLY(ACRYLIC ACID-CO-2-ACRYLAMIDO-2-METHYLPROPANESULFONIC ACID)<br />&diams; POLY(2-METHYL-2-((1-OXO-2-PROPENYL)AMINO)-1-PROPANESULFONIC ACID-CO-2-PROPENOIC ACID)<br />&diams; 2-PROPENOIC ACID, POLYMER WITH 2-METHYL-2-((1-OXO-2-PROPENYL)AMINO)-1-PROPANESULFONIC ACID<br />&diams; 2-METHYL-2-((1-OXO-2-PROPENYL)AMINO)-1-PROPANESULFONIC ACID-2-PROPENOIC ACID COPOLYMER", BOILER WATER ADDITIVE
," POLY(ACRYLIC ACID-CO-HYPOPHOSPHITE), SODIUM SALT"," &diams; POLY(ACRYLIC ACID-CO-SODIUM HYPOPHOSPHITE)<br />&diams; ACRYLIC ACID-SODIUM PHOSPHINATE COPOLYMER<br />&diams; ACRYLIC ACID-SODIUM HYPOPHOSPHITE COPOLYMER<br />&diams; PHOSPHINIC ACID, SODIUM SALT, POLYMER WITH 2-PROPENOIC ACID<br />&diams; POLY(ACRYLIC ACID-CO-HYPOPHOSPHITE), SODIUM SALT<br />&diams; POLY(2-PROPENOIC ACID-CO-SODIUM PHOSPHINATE)<br />&diams; SODIUM HYPOPHOSPHITE-ACRYLIC ACID COPOLYMER<br />&diams; 2-PROPENOIC ACID-SODIUM PHOSPHINATE COPOLYMER<br />&diams; 2-PROPENOIC ACID, POLYMER WITH SODIUM PHOSPHINATE", BOILER WATER ADDITIVE
," METHYL ACRYLATE-DVB-ACRYLONITRILE, COMPLETELY HYDROLYZED, TERPOLYMER"," &diams; POLY(ACRYLONITRILE-CO-DIVINYLBENZENE-CO-METHYL ACRYLATE), HYDROLYZED<br />&diams; METHYL ACRYLATE-DIVINYLBENZENE-ACRYLONITRILE TERPOLYMER, HYDROLYZED", PROCESSING AID
," STYRENE-DVB-ACRYLONITRILE-METHYL ACRYLATE, SULFONATED TETRAPOLYMER"," &diams; POLY(ACRYLONITRILE-CO-DIVINYLBENZENE-CO-METHYL ACRYLATE-CO-STYRENE), SULFONATED<br />&diams; STYRENE-DIVINYLBENZENE-ACRYLONITRILE-METHYL ACRYLATE TETRAPOLYMER, SULFONATED",
," STYRENE-DIVINYLBENZENE-ACRYLONITRILE, SULFONATED TERPOLYMER"," &diams; POLY(ACRYLONITRILE-CO-DIVINYLBENZENE-CO-STYRENE), SULFONATED<br />&diams; POLY(DIETHENYLBENZENE-CO-ETHENYLBENZENE-CO-2-PROPENENITRILE), SULFONATED<br />&diams; STYRENE-DIVINYLBENZENE-ACRYLONITRILE TERPOLYMER, SULFONATED<br />&diams; 2-PROPENENITRILE, POLYMER WITH DIETHENYLBENZENE AND ETHENYLBENZENE, SULFONATED", PROCESSING AID
," OXIRANE (CHLOROMETHYL)-, POLYMER WITH AMMONIA, REACTION PRODUCT WITH CHLOROMETHANE"," &diams; POLY(AMMONIA-CO-EPICHLOROHYDRIN), CROSS-LINKED, QUATERNIZED WITH METHYL CHLORIDE<br />&diams; AMMONIA-EPICHLOROHYDRIN COPOLYMER REACTED WITH METHYL CHLORIDE<br />&diams; EPICHLOROHYDRIN-AMMONIA POLYMER QUATERNIZED WITH METHYL CHLORIDE<br />&diams; EPICHLOROHYDRIN, CROSS-LINKED WITH AMMONIA, QUATERNIZED WITH METHYL CHLORIDE<br />&diams; OXIRANE, (CHLOROMETHYL)-, POLYMER WITH AMMONIA, REACTION PRODUCTS WITH CHLOROMETHANE", PROCESSING AID
, EPICHLOROHYDRIN CROSSLINKED WITH AMMONIA," &diams; POLY(AMMONIA-CO-EPICHLOROHYDRIN)<br />&diams; EPICHLOROHYDRIN-AMMONIA RESIN, CROSS-LINKED<br />&diams; EPICHLOROHYDRIN, CROSS-LINKED WITH AMMONIA<br />&diams; OXIRANE, (CHLOROMETHYL)-, POLYMER WITH AMMONIA<br />&diams; PROPANE, 1-CHLORO-2,3-EPOXY-, POLYMER WITH AMMONIA<br />&diams; POLY(AMMONIA-CO-(CHLOROMETHYL)OXIRANE)<br />&diams; POLY(AMMONIA-CO-1-CHLORO-2,3-EPOXYPROPANE)", PROCESSING AID
, POLY(ALKYL(C16-22)ACRYLATE)," &diams; POLY(ARACHIDYL ACRYLATE-CO-BEHENYL ACRYLATE-CO-STEARYL ACRYLATE)<br />&diams; POLY(ALKYL(C16-22) ACRYLATE)<br />&diams; POLY(DOCOSYL 2-PROPENOATE-CO-EICOSYL 2-PROPENOATE-CO-OCTADECYL ACRYLATE)<br />&diams; POLY(1-DOCOSANYL ACRYLATE-CO-EICOSYL ACRYLATE-CO-OCTADECYL ACRYLATE)<br />&diams; 2-PROPENOIC ACID, DOCOSYL ESTER, POLYMER WITH EICOSYL 2-PROPENOATE AND OCTADECYL 2-PROPENOATE<br />&diams; 1-DOCOSANOL, ACRYLATE, POLYMER WITH EICOSYL ACRYLATE AND OCTADECYL ACRYLATE", PROCESSING AID
, BUTADIENE-STYRENE RUBBER," &diams; POLY(BUTADIENE-CO-STYRENE)<br />&diams; BUTADIENE-STYRENE COPOLYMER<br />&diams; BUTADIENE-STYRENE RUBBER<br />&diams; BENZENE, ETHENYL-, POLYMER WITH 1,3-BUTADIENE<br />&diams; BUTADIENE-STYROL COPOLYMER<br />&diams; POLYSTYRENE-POLYBUTADIENE<br />&diams; POLY(1,3-BUTADIENE-CO-ETHENYLBENZENE)<br />&diams; POLY(1,3-BUTADIENE-CO-STYRENE)<br />&diams; STYRENE POLYMER WITH 1,3-BUTADIENE<br />&diams; STYRENE-BUTADIENE COPOLYMER<br />&diams; STYRENE, POLYMER WITH 1,3-BUTADIENE<br />&diams; RUBBER, BUTADIENE-STYRENE<br />&diams; 1,3-BUTADIENE-ETHENYLBENZENE COPOLYMER<br />&diams; 1,3-BUTADIENE, POLYMER WITH STYRENE<br />&diams; 1,3-BUTADIENE-STYRENE COPOLYMER<br />&diams; InChI=1S/C8H8.C4H6/c1-2-8-6-4-3-5-7-8<br />&diams; 1-3-4-2/h2-7H,1H2<br />&diams; 3-4H,1-2H2", MASTICATORY SUBSTANCE
, POLYGLYCERYL PHTHALATE ESTER OF COCONUT OIL FATTY ACIDS," &diams; poly(coconut oil-co-glycerin-co-phthalic anhydride)<br />&diams; coconut oil fatty acids, polyglyceryl phthalate ester<br />&diams; coconut oil, polymer with glycerol and phthalic anhydride<br />&diams; glycerin-phthalic anhydride-coconut oil copolymer<br />&diams; polyglyceryl phthalate cocoate
",
, MOLECULAR SIEVE RESINS," &diams; POLY(DEXTRAN-CO-EPICHLOROHYDRIN)<br />&diams; DEXTRAN, CROSS-LINKED WITH EPICHLOROHYDRIN<br />&diams; DEXTRAN, POLYMER WITH (CHLOROMETHYL)OXIRANE<br />&diams; OXIRANE, (CHLOROMETHYL)-, POLYMER WITH DEXTRAN<br />&diams; POLY((CHLOROMETHYL)OXIRANE-CO-DEXTRAN)", PROCESSING AID
," METHYL ACRYLATE--DVB-(DEG-DIVINYL ETHER), AMINOLYZED AND QUARTERNIZED, TERPOLYMER"," &diams; POLY(DIETHYLENE GLYCOL DIVINYL ETHER-CO-DIVINYLBENZENE-CO-METHYL ACRYLATE), AMINOLYZED WITH DIMETHYLAMINOPROPYLAMINE, QUATERNIZED WITH METHYL CHLORIDE<br />&diams; METHYL ACRYLATE-DIVINYLBENZENE-DIETHYLENE GLYCOL DIVINYL ETHER TERPOLYMER, AMINOLYZED WITH DIMETHYLAMINOPROPYLAMINE, QUATERNIZED WITH METHYL CHLORIDE<br />&diams; 2-PROPENOIC ACID, METHYL ESTER, POLYMER WITH DIETHENYLBENZENE AND 1,1'-(OXYBIS(2,1-ETHANEDIYLOXY))BIS(ETHENE), REACTION PRODUCTS WITH CHLOROMETHANE AND N,N-DIMETHYL-1,3-PROPANEDIAMINE",
," METHYL ACRYLATE-DVB-(DEG-DIVINYL ETHER), AMINOLYZED, TERPOLYMER"," &diams; POLY(DIETHYLENE GLYCOL DIVINYL ETHER-CO-DIVINYLBENZENE-CO-METHYL ACRYLATE), AMINOLYZED WITH DIMETHYLAMINOPROPYLAMINE<br />&diams; METHYL ACRYLATE-DIVINYLBENZENE-DIETHYLENE GLYCOL DIVINYL ETHER TERPOLYMER, AMINOLYZED WITH DIMETHYLAMINOPROPYLAMINE<br />&diams; 2-PROPENOIC ACID, METHYL ESTER, POLYMER WITH DIETHENYLBENZENE AND 1,1'-(OXYBIS(2,1-ETHANEDIYLOXY))BIS(ETHENE), REACTION PRODUCTS WITH N,N-DIMETHYL-1,3-PROPANEDIAMINE", PROCESSING AID
, DIETHYLENETRIAMINE CROSSLINKED WITH EPICHLOROHYDRIN," &diams; POLY(DIETHYLENETRIAMINE-CO-EPICHLOROHYDRIN)<br />&diams; DIETHYLENETRIAMINE, CROSS-LINKED WITH EPICHLOROHYDRIN<br />&diams; EPICHLOROHYDRIN-DIETHYLENETRIAMINE COPOLYMER<br />&diams; DIETHYLENETRIAMINE-EPICHLOROHYDRIN COPOLYMER<br />&diams; DIETHYLENETRIAMINE, POLYMER WITH 1-CHLORO-2,3-EPOXYPROPANE<br />&diams; POLY((CHLOROMETHYL)OXIRANE-CO-N-(2-AMINOETHYL)1,2-ETHANEDIAMINE)<br />&diams; POLY(1-CHLORO-2,3-EPOXYPROPANE-CO-DIETHYLENETRIAMINE)<br />&diams; 1,2-ETHANEDIAMINE, N-(2-AMINOETHYL)-, POLYMER WITH (CHLOROMETHYL)OXIRANE", PROCESSING AID
, DIMETHYLAMINE-EPICHLOROHYDRIN COPOLYMER," &diams; POLY(DIMETHYLAMINE-CO-EPICHLOROHYDRIN)<br />&diams; DIMETHYLAMINE-EPICHLOROHYDRIN COPOLYMER<br />&diams; DIMETHYLAMINE, POLYMER WITH 1-CHLORO-2,3-EPOXYPROPANE<br />&diams; METHANAMINE, N-METHYL-, POLYMER WITH (CHLOROMETHYL)OXIRANE<br />&diams; N-METHYLMETHANAMINE, POLYMER WITH (CHLOROMETHYL)OXIRANE<br />&diams; POLY((CHLOROMETHYL)OXIRANE-CO-N-METHYLMETHANAMINE)", PROCESSING AID
